Release Date,Date Added,#P,Active Params,Total Params,Model,Link,UGI 🏆,W/10 👍,I/10 💡,Unruly,Internet,Stats,Writing,PolContro,Reg+MyScore 🏆,Reg+Int 🏆,MyScore 🏆,ASSS⬇️,SMOG⬆️,Yule⬇️,Score 🏆,Dif,Cor,Std,Foundation
6/5/2024,,15,15.0,15.0,Steelskull/L3-Aethora-15B,https://huggingface.co/Steelskull/L3-Aethora-15B,26.64,7.272727273,1.900141463,25.0,15.0,23.1,36.7,33.3,0.139,0.214,0.05,8.32,8.29,1.36,0.101,2.87,0.22,1.05,0
8/13/2024,8/15/2024,12,12.0,12.0,nbeerbower/mistral-nemo-gutenberg-12B-v2,https://huggingface.co/nbeerbower/mistral-nemo-gutenberg-12B-v2,26.63,3.636363636,2.154101237,52.5,11.3,29.4,22.6,17.3,0.129,0.196,0.10,5.22,8.36,1.62,0.152,2.07,0.05,1.00,0
8/21/2024,8/21/2024,2,2.0,2.0,BeaverAI/Gemmasutra-Mini-2B-v2aa,https://huggingface.co/BeaverAI/Gemmasutra-Mini-2B-v2aa-GGUF,26.55,6.363636364,0.384248066,33.3,0.0,39.7,28.8,31.0,0.179,0.219,0.15,7.52,8.84,1.28,0.444,1.67,0.37,1.53,0
5/18/2024,8/5/2024,8,8.0,8.0,openchat/openchat-3.6-8b-20240522,https://huggingface.co/openchat/openchat-3.6-8b-20240522,26.39,7.272727273,1.0734773,27.5,10.0,25.5,26.7,42.3,0.086,0.152,0.05,8.61,6.61,2.01,0.018,2.67,-0.41,0.93,0
4/17/2024,,8,8.0,8.0,meta-llama/Meta-Llama-3-8B,https://huggingface.co/meta-llama/Meta-Llama-3-8B,26.24,8.181818182,1.05604568,35.0,0.0,19.2,34.6,42.3,0.016,0.073,0.00,14.86,6.03,2.91,0.019,3.20,-0.28,1.54,1
10/11/2023,,7,7.0,7.0,royallab/ZephRP-m7b,https://huggingface.co/royallab/ZephRP-m7b,26.21,7.272727273,1.217581399,34.2,0.0,30.6,31.6,34.7,0.125,0.121,0.10,7.69,7.84,1.77,0.000,NA,NA,NA,0
7/7/2024,8/5/2024,8,8.0,8.0,Sao10K/L3-8B-Niitama-v1,https://huggingface.co/Sao10K/L3-8B-Niitama-v1,26.10,7.272727273,1.075440599,17.5,15.3,36.4,29.7,31.7,0.294,0.195,0.35,9.03,9.34,1.51,0.056,2.80,0.06,0.77,0
8/15/2024,8/18/2024,12,12.0,12.0,nbeerbower/mistral-nemo-gutenberg-12B-v3,https://huggingface.co/nbeerbower/mistral-nemo-gutenberg-12B-v3,26.09,6.363636364,1.872408813,15.0,8.9,22.2,47.3,37.0,0.326,0.281,0.30,6.01,8.32,1.64,0.096,2.47,-0.01,1.31,0
6/9/2024,,8,8.0,8.0,bluuwhale/L3-SthenoMaidBlackroot-8B-V1,https://huggingface.co/bluuwhale/L3-SthenoMaidBlackroot-8B-V1,26.07,5.454545455,1.454400768,13.3,20.0,23.1,40.6,33.3,0.170,0.189,0.15,7.77,8.09,1.53,0.064,2.27,-0.04,0.57,0
11/25/2023,,7,7.0,7.0,berkeley-nest/Starling-LM-7B-alpha,https://huggingface.co/berkeley-nest/Starling-LM-7B-alpha,26.00,7.272727273,1.328692511,30.0,5.0,15.6,21.4,58.0,0.019,0.048,0.00,15.65,6.56,2.07,0.000,NA,NA,NA,0
7/24/2024,8/10/2024,72,72.0,72.0,dnhkng/RYS-XLarge,https://huggingface.co/dnhkng/RYS-XLarge,25.90,0.909090909,4.444444444,15.0,32.4,33.4,26.1,22.7,0.102,0.244,0.05,8.83,8.33,1.71,0.051,2.33,-0.25,1.00,0
5/5/2024,,8,8.0,8.0,NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS,https://huggingface.co/NeverSleep/Llama-3-Lumimaid-8B-v0.1-OAS,25.75,6.363636364,1.273136955,8.3,20.0,28.8,38.2,33.3,0.165,0.181,0.15,9.74,8.26,1.49,0.043,2.07,-0.20,0.44,0
7/24/2024,7/24/2024,70,70.0,70.0,Nexusflow/Athene-70B,https://huggingface.co/Nexusflow/Athene-70B,25.63,0,4.944444444,8.3,45.5,24.2,15.4,34.7,0.135,0.331,0.15,8.36,11.47,2.01,0.226,1.80,0.11,0.91,0
6/26/2024,,35,35.0,35.0,DavidAU/Command-R-01-Ultra-NEO-V1-35B,https://huggingface.co/DavidAU/Command-R-01-Ultra-NEO-V1-35B-IMATRIX-GGUF,25.63,4.545454545,3.334807858,25.8,11.0,26.9,47.0,17.3,0.281,0.276,0.20,7.63,9.62,1.81,0.053,2.33,-0.27,1.22,0
6/21/2024,,8,8.0,8.0,TheDrummer/Llama-3SOME-8B-v2,https://huggingface.co/TheDrummer/Llama-3SOME-8B-v2,25.63,6.363636364,0.850825287,13.3,20.3,39.3,30.2,25.0,0.200,0.198,0.20,8.56,8.22,1.74,0.086,2.60,0.09,0.88,0
7/14/2024,7/29/2024,8,8.0,8.0,meta-llama/Meta-Llama-3.1-8B,https://huggingface.co/meta-llama/Meta-Llama-3.1-8B,25.57,7.272727273,1.944934568,35.0,12.0,25.5,29.7,25.7,0.018,0.109,0.00,21.80,3.13,1.97,0.021,2.93,-0.33,1.25,1
9/14/2024,9/15/2024,405,405.0,405.0,nicoboss/Meta-Llama-3.1-405B-Instruct-Uncensored,https://huggingface.co/nicoboss/Meta-Llama-3.1-405B-Instruct-Uncensored,25.55,0,3.2,10.0,31.0,8.6,15.2,63.0,0.104,0.296,0.10,7.88,8.91,1.87,0.343,1.60,0.24,0.85,0
9/17/2024,10/7/2024,32,32.0,32.0,Qwen/Qwen2.5-32B-Instruct,https://huggingface.co/Qwen/Qwen2.5-32B-Instruct,25.37,0.909090909,3.55018659,26.7,12.2,44.9,13.7,29.3,0.110,0.228,0.05,8.25,9.89,1.43,0.405,1.53,0.30,0.88,0
7/30/2024,8/11/2024,27,27.0,27.0,Steelskull/G2-DA-Nyxora-27b-V2,https://huggingface.co/Steelskull/G2-DA-Nyxora-27b-V2,25.36,3.272727273,1.808979071,40.0,14.3,8.7,45.1,18.7,0.135,0.226,0.05,6.69,8.09,1.62,0.098,2.60,0.02,1.67,0
5/12/2024,,110,110.0,110.0,cognitivecomputations/dolphin-2.9.1-qwen-110b,https://huggingface.co/cognitivecomputations/dolphin-2.9.1-qwen-110b,25.28,5.454545455,0.998845213,17.5,35.0,30.5,30.8,12.7,0.174,0.283,0.15,8.00,8.57,1.56,0.219,2.27,0.21,1.61,0
6/17/2024,,8,8.0,8.0,Casual-Autopsy/L3-Umbral-Mind-RP-v1.0-8B,https://huggingface.co/Casual-Autopsy/L3-Umbral-Mind-RP-v1.0-8B,25.25,4.545454545,1.927964368,13.3,29.9,17.8,28.9,36.3,0.116,0.202,0.05,9.83,9.21,1.31,0.063,2.67,0.00,0.88,0
8/4/2024,8/11/2024,8,8.0,8.0,cognitivecomputations/dolphin-2.9.4-llama3.1-8b,https://huggingface.co/cognitivecomputations/dolphin-2.9.4-llama3.1-8b,25.24,5.454545455,2.05018659,30.0,5.9,28.7,29.3,32.3,0.126,0.178,0.05,8.21,8.84,1.73,0.036,2.93,-0.17,1.36,0
10/18/2023,,13,13.0,13.0,KoboldAI/LLaMA2-13B-Tiefighter,https://huggingface.co/KoboldAI/LLaMA2-13B-Tiefighter,25.19,5.454545455,1.842260864,26.7,0.0,38.6,45.7,15.0,0.182,0.124,0.15,7.25,8.70,1.33,0.000,NA,NA,NA,0
6/5/2024,,8,8.0,8.0,Sao10K/L3-8B-Stheno-v3.2,https://huggingface.co/Sao10K/L3-8B-Stheno-v3.2,25.11,6.363636364,0.475307881,25.8,20.5,17.2,30.3,31.7,0.166,0.210,0.10,7.35,9.62,1.43,0.063,2.67,0.00,0.88,0
7/16/2024,7/29/2024,8,8.0,8.0,HiroseKoichi/Llama-3-8B-Stroganoff,https://huggingface.co/HiroseKoichi/Llama-3-8B-Stroganoff,25.10,7.272727273,1.232178546,30.0,17.9,12.8,39.8,25.0,0.150,0.135,0.15,7.79,8.31,1.72,0.063,2.67,0.00,0.88,0
6/20/2024,,8,8.0,8.0,ResplendentAI/Nymph_8B,https://huggingface.co/ResplendentAI/Nymph_8B,24.93,6.363636364,1.177919241,43.3,5.0,28.8,44.6,3.0,0.060,0.102,0.05,9.44,11.00,0.68,0.126,2.53,0.21,0.88,0
7/26/2024,8/24/2024,8,8.0,8.0,Orenguteng/Llama-3.1-8B-Lexi-Uncensored,https://huggingface.co/Orenguteng/Llama-3.1-8B-Lexi-Uncensored,24.84,5.454545455,2.352525135,15.8,15.3,32.9,40.5,19.7,0.041,0.139,0.00,8.55,7.24,2.81,0.114,2.33,0.00,1.21,0
10/1/2024,10/7/2024,72,72.0,72.0,ZeusLabs/Chronos-Platinum-72B,https://huggingface.co/ZeusLabs/Chronos-Platinum-72B,24.74,1.818181818,2.462366189,34.2,29.5,14.8,22.6,22.7,0.185,0.210,0.20,11.32,8.13,1.57,0.000,NA,NA,NA,0
6/15/2024,,8,8.0,8.0,tannedbum/L3-Nymeria-8B,https://huggingface.co/tannedbum/L3-Nymeria-8B,24.47,5.454545455,1.939803622,10.0,22.9,17.8,38.3,33.3,0.142,0.170,0.10,7.00,10.33,1.29,0.063,2.67,0.00,0.88,0
7/28/2024,7/31/2024,9,9.0,9.0,grimjim/Gemma2-Nephilim-v3-9B,https://huggingface.co/grimjim/Gemma2-Nephilim-v3-9B,23.85,3.636363636,0.833333333,54.2,20.0,13.7,28.4,3.0,0.159,0.234,0.10,7.42,10.92,1.83,0.173,1.80,0.04,0.75,0
9/10/2024,9/28/2024,9,9.0,9.0,ifable/gemma-2-Ifable-9B,https://huggingface.co/ifable/gemma-2-Ifable-9B,23.65,3.636363636,0.884248066,54.2,25.0,10.3,25.8,3.0,0.055,0.148,0.05,6.87,12.67,2.10,0.036,2.60,-0.19,0.81,0
8/6/2024,8/20/2024,32,32.0,32.0,anthracite-org/magnum-v2-32b,https://huggingface.co/anthracite-org/magnum-v2-32b,23.47,1.363636364,3.130996155,35.0,20.3,22.4,22.3,17.3,0.086,0.210,0.05,10.08,8.34,1.34,0.172,2.47,0.25,1.12,0
5/13/2024,,,NA,NA,gpt-4o-2024-05-13,,23.41,0.909090909,2.766666667,0.0,70.3,28.2,18.5,0.0,0.762,0.658,0.85,6.43,8.90,1.72,0.593,1.53,0.50,0.98,0
4/24/2024,8/10/2024,11,11.0,11.0,TheDrummer/Moistral-11B-v3,https://huggingface.co/TheDrummer/Moistral-11B-v3,23.35,6.818181818,0.722712346,43.3,5.0,22.3,34.8,11.3,0.170,0.152,0.10,7.99,8.71,1.52,0.016,2.53,-0.36,0.57,0
6/18/2024,,8,8.0,8.0,ChaoticNeutrals/T-900-8B,https://huggingface.co/ChaoticNeutrals/T-900-8B,23.28,7.272727273,1.18415862,5.0,10.6,28.0,47.8,25.0,0.064,0.105,0.05,9.71,9.81,1.11,0.095,2.80,0.14,1.20,0
8/16/2024,8/18/2024,8,8.0,8.0,mlabonne/Hermes-3-Llama-3.1-8B-lorablated,https://huggingface.co/mlabonne/Hermes-3-Llama-3.1-8B-lorablated,23.20,5.454545455,0.658524901,14.2,13.9,13.2,41.4,33.3,0.085,0.166,0.00,8.19,8.09,1.71,0.152,2.27,0.22,0.75,0
8/11/2024,8/11/2024,2,2.0,2.0,SicariusSicariiStuff/2B_or_not_2B,https://huggingface.co/SicariusSicariiStuff/2B_or_not_2B,23.07,7.727272727,0.891858234,30.0,0.0,25.0,27.3,33.1,0.081,0.081,0.05,8.52,8.64,1.42,0.000,NA,NA,NA,0
11/3/2023,,7,7.0,7.0,Undi95/Toppy-M-7B,https://huggingface.co/Undi95/Toppy-M-7B,22.93,4.545454545,1.86419677,31.7,5.4,31.8,34.4,11.3,0.117,0.146,0.05,7.64,7.96,1.67,0.048,2.47,-0.12,0.72,0
6/25/2024,,27,27.0,27.0,google/gemma-2-27b-it,https://huggingface.co/google/gemma-2-27b-it,22.90,0,1.888888889,31.7,36.9,5.7,20.0,20.3,0.249,0.412,0.15,5.29,8.24,1.76,0.226,1.87,0.27,0.61,1
1/8/2024,,8x7B,12.9,46.7,Doctor-Shotgun/Mixtral-8x7B-Instruct-v0.1-LimaRP-ZLoss-DARE-TIES,https://huggingface.co/Doctor-Shotgun/Mixtral-8x7B-Instruct-v0.1-LimaRP-ZLoss-DARE-TIES,22.87,1.818181818,2.666666667,30.0,25.0,17.7,23.0,18.7,0.174,0.259,0.15,8.47,8.02,1.65,0.060,2.93,0.07,0.97,0
7/14/2024,8/15/2024,9,9.0,9.0,nbeerbower/gemma2-gutenberg-9B,https://huggingface.co/nbeerbower/gemma2-gutenberg-9B,22.84,2.909090909,0.833333333,49.2,25.0,3.9,33.1,3.0,0.227,0.316,0.10,6.11,8.18,1.60,0.157,2.07,0.03,1.11,0
7/7/2024,7/30/2024,7,7.0,7.0,icefog72/IceSakeRP-7b,https://huggingface.co/icefog72/IceSakeRP-7b,22.76,4.545454545,1.742107266,25.8,15.4,23.1,36.7,12.7,0.070,0.150,0.05,8.97,8.91,2.19,0.075,2.40,0.03,0.68,0
7/18/2024,7/29/2024,8,8.0,8.0,meta-llama/Meta-Llama-3.1-8B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-8B-Instruct,22.75,4.545454545,1.777777778,23.3,16.1,8.8,45.8,19.7,0.071,0.134,0.05,8.03,9.19,1.51,0.103,2.73,0.20,0.94,1
7/24/2024,8/8/2024,8,8.0,8.0,Undi95/Meta-Llama-3.1-8B-Claude-39fail-3000total,https://huggingface.co/Undi95/Meta-Llama-3.1-8B-Claude-39fail-3000total,22.74,3.409090909,1.95604568,23.3,16.3,25.2,37.6,11.3,0.201,0.214,0.10,5.60,8.09,1.44,0.033,2.87,-0.09,0.75,0
8/14/2024,8/19/2024,9,9.0,9.0,lemon07r/Gemma-2-Ataraxy-9B,https://huggingface.co/lemon07r/Gemma-2-Ataraxy-9B,22.70,3.636363636,0.8,49.2,24.5,10.3,26.6,3.0,0.114,0.181,0.10,6.97,11.26,1.76,0.036,2.60,-0.19,0.81,0
8/3/2024,8/5/2024,2,2.0,2.0,TheDrummer/Gemmasutra-Mini-2B-v1,https://huggingface.co/TheDrummer/Gemmasutra-Mini-2B-v1,22.69,6.363636364,0.365212348,20.0,0.0,28.6,33.9,31.0,0.162,0.154,0.10,5.41,6.82,1.48,0.000,NA,NA,NA,0
8/1/2024,8/2/2024,2,2.0,2.0,BeaverAI/Pocket-Tiger-Gemma-2B-v1f,https://huggingface.co/BeaverAI/Pocket-Tiger-Gemma-2B-v1f-GGUF,22.54,6.590909091,0.787734102,35.0,10.0,26.1,33.2,8.3,0.174,0.156,0.15,9.01,8.99,1.58,0.046,2.60,-0.10,0.77,0
2/2/2024,,72,72.0,72.0,Qwen/Qwen1.5-72B-Chat,https://huggingface.co/Qwen/Qwen1.5-72B-Chat,22.37,1.818181818,2.766666667,8.3,44.1,31.0,22.4,6.0,0.136,0.274,0.10,7.73,10.02,1.60,0.047,2.93,-0.05,1.12,1
6/20/2024,,8,8.0,8.0,turboderp/llama3-turbcat-instruct-8b,https://huggingface.co/turboderp/llama3-turbcat-instruct-8b,22.33,7.272727273,0.850825287,5.0,6.4,25.8,49.5,25.0,0.107,0.126,0.05,8.43,7.89,1.85,0.064,1.93,-0.19,0.57,0
4/3/2024,,7,7.0,7.0,icefog72/IceLemonTeaRP-32k-7b,https://huggingface.co/icefog72/IceLemonTeaRP-32k-7b,22.31,4.545454545,2.853218377,17.5,5.0,26.1,40.3,22.7,0.234,0.204,0.20,8.10,8.19,1.32,0.070,2.53,-0.04,1.00,0
7/23/2024,7/29/2024,8,8.0,8.0,Casual-Autopsy/L3-Super-Nova-RP-8B,https://huggingface.co/Casual-Autopsy/L3-Super-Nova-RP-8B,22.27,6.363636364,0.517491954,22.5,11.8,17.6,27.8,31.7,0.116,0.104,0.15,8.34,10.26,1.76,0.079,2.47,0.06,0.72,0
5/2/2024,,8,8.0,8.0,Nitral-AI/Poppy_Porpoise-0.72-L3-8B,https://huggingface.co/Nitral-AI/Poppy_Porpoise-0.72-L3-8B,22.16,5.454545455,1.508004582,17.5,15.5,22.3,22.2,33.3,0.145,0.197,0.05,7.63,8.36,1.62,0.065,2.73,0.02,0.94,0
6/17/2024,,8,8.0,8.0,Cas-Warehouse/Llama-3-Mopeyfied-Psychology-8B,https://huggingface.co/Cas-Warehouse/Llama-3-Mopeyfied-Psychology-8B,22.08,4.545454545,1.853218377,13.3,10.3,15.7,23.4,47.7,0.163,0.179,0.15,7.97,6.91,1.62,0.093,2.40,0.07,0.77,0
1/1/2024,7/25/2024,13,13.0,13.0,Undi95/Unholy-v2-13B,https://huggingface.co/Undi95/Unholy-v2-13B,22.06,5.454545455,1.050914733,28.3,6.1,30.4,32.8,12.7,0.080,0.104,0.05,8.50,10.58,1.60,0.048,2.47,-0.12,0.72,0
7/17/2024,7/30/2024,9,9.0,9.0,princeton-nlp/gemma-2-9b-it-SimPO,https://huggingface.co/princeton-nlp/gemma-2-9b-it-SimPO,22.01,2.727272727,0.817581399,41.7,24.0,10.3,31.1,3.0,0.188,0.278,0.05,6.25,10.90,1.86,0.036,2.60,-0.19,0.81,0
6/20/2024,,,NA,NA,claude-3-5-sonnet-20240620,,21.76,0.909090909,2.433333333,0.0,29.2,31.8,22.8,25.0,0.771,0.609,0.65,5.43,8.84,1.69,0.450,1.67,0.53,0.61,0
5/5/2024,7/24/2024,8,8.0,8.0,NousResearch/Hermes-2-Theta-Llama-3-8B,https://huggingface.co/NousResearch/Hermes-2-Theta-Llama-3-8B,21.73,4.545454545,1.398845213,10.8,20.0,22.3,39.8,15.7,0.125,0.208,0.10,8.82,8.92,1.42,0.069,2.60,-0.08,1.26,0
8/10/2023,9/8/2024,13,13.0,13.0,Gryphe/MythoMax-L2-13b,https://huggingface.co/Gryphe/MythoMax-L2-13b,21.69,5.454545455,0.850825287,31.7,15.5,25.6,35.7,0.0,0.162,0.137,0.15,9.82,8.30,1.56,0.000,NA,NA,NA,0
10/1/2024,10/2/2024,3,3.0,3.0,SicariusSicariiStuff/Impish_LLAMA_3B,https://huggingface.co/SicariusSicariiStuff/Impish_LLAMA_3B,21.66,5.454545455,1.297662822,33.3,10.0,21.3,22.0,21.7,0.027,0.065,0.00,8.52,13.36,1.39,0.027,3.00,-0.16,0.93,0
3/4/2024,,103,103.0,103.0,sophosympatheia/Midnight-Miqu-103B-v1.0,https://huggingface.co/sophosympatheia/Midnight-Miqu-103B-v1.0,21.64,1.818181818,2.70211895,23.3,15.3,11.3,31.3,27.0,0.194,0.257,0.10,6.69,8.43,1.47,0.000,NA,NA,NA,0
6/26/2024,,8,8.0,8.0,Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,https://huggingface.co/Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,21.46,4.545454545,1.406380842,5.0,20.0,12.8,29.5,40.0,0.207,0.175,0.25,7.60,9.27,1.61,0.063,2.67,0.00,0.88,0
12/29/2023,,13,13.0,13.0,SicariusSicariiStuff/Tinybra_13B,https://huggingface.co/SicariusSicariiStuff/Tinybra_13B,21.20,8.181818182,0.669636012,5.0,0.0,35.0,41.0,25.0,0.024,0.024,0.00,19.59,6.74,1.50,0.000,NA,NA,NA,0
12/24/2023,,7,7.0,7.0,SanjiWatsuki/Loyal-Macaroni-Maid-7B,https://huggingface.co/SanjiWatsuki/Loyal-Macaroni-Maid-7B,21.11,5.454545455,2.289030352,17.5,5.0,25.6,37.8,19.7,0.141,0.120,0.10,9.04,9.07,1.44,0.000,NA,NA,NA,0
7/24/2024,7/29/2024,8,8.0,8.0,mlabonne/Meta-Llama-3.1-8B-Instruct-abliterated,https://huggingface.co/mlabonne/Meta-Llama-3.1-8B-Instruct-abliterated,20.79,5.454545455,0.939803622,40.0,10.3,17.5,27.9,8.3,0.131,0.144,0.10,7.41,9.20,1.29,0.075,2.00,0.00,0.40,0
7/19/2024,7/24/2024,8,8.0,8.0,nothingiisreal/L3-8B-Celeste-V1.2,https://huggingface.co/nothingiisreal/L3-8B-Celeste-V1.2,20.14,3.636363636,1.891858234,10.0,25.0,16.7,34.7,14.3,0.016,0.154,0.00,9.06,7.17,1.68,0.075,2.00,0.00,0.40,0
8/21/2024,8/21/2024,2,2.0,2.0,BeaverAI/Gemmasutra-Mini-2B-v2y,https://huggingface.co/BeaverAI/Gemmasutra-Mini-2B-v2y-GGUF,19.88,5.909090909,0.351255078,15.0,0.9,19.2,33.3,31.0,0.153,0.144,0.10,6.50,6.46,1.39,0.000,NA,NA,NA,0
11/13/2023,,13,13.0,13.0,KoboldAI/LLaMA2-13B-Psyfighter2,https://huggingface.co/KoboldAI/LLaMA2-13B-Psyfighter2,19.62,4.545454545,1.174747357,15.0,6.9,24.9,45.3,6.0,0.236,0.229,0.15,5.60,7.69,1.80,0.027,2.53,-0.25,0.65,0
8/22/2024,8/22/2024,3.8,3.8,3.8,SicariusSicariiStuff/Phi-3.5-mini-instruct_Uncensored,https://huggingface.co/SicariusSicariiStuff/Phi-3.5-mini-instruct_Uncensored,19.50,6.363636364,1.141974547,25.0,0.0,43.2,29.3,0.0,0.064,0.086,0.00,11.46,11.28,0.85,0.129,2.33,0.03,2.07,0
8/26/2024,8/26/2024,2,2.0,2.0,SicariusSicariiStuff/2B-ad,https://huggingface.co/SicariusSicariiStuff/2B-ad,19.46,7.272727273,0.217581399,25.0,2.5,32.2,37.6,0.0,0.100,0.148,0.05,9.46,10.46,1.50,0.288,1.87,0.33,0.72,0
8/1/2024,8/2/2024,2,2.0,2.0,BeaverAI/Pocket-Tiger-Gemma-2B-v1e,https://huggingface.co/BeaverAI/Pocket-Tiger-Gemma-2B-v1e-GGUF,19.03,5.681818182,0.28578236,40.0,10.0,25.5,19.6,0.0,0.168,0.130,0.15,8.17,8.41,1.80,0.020,2.73,-0.37,0.97,0
9/16/2024,9/22/2024,14,14.0,14.0,Qwen/Qwen2.5-14B-Instruct,https://huggingface.co/Qwen/Qwen2.5-14B-Instruct,18.90,2.272727273,1.408773933,29.6,10.5,24.8,22.9,6.7,0.150,0.125,0.15,7.76,9.44,1.47,0.000,NA,NA,NA,1
7/18/2024,7/29/2024,,NA,NA,gpt-4o-mini,,18.73,0.909090909,3.144444444,0.0,40.9,16.7,10.4,25.7,0.210,0.321,0.15,6.52,10.62,1.42,0.132,2.40,0.15,0.94,0
7/24/2024,7/29/2024,8,8.0,8.0,Nitral-AI/Hathor_Sofit-L3-8B-v1,https://huggingface.co/Nitral-AI/Hathor_Sofit-L3-8B-v1,18.71,4.545454545,0.475307881,5.0,13.2,12.9,49.1,13.3,0.136,0.130,0.10,7.35,7.90,1.52,0.065,2.73,0.02,0.94,0
9/29/2024,10/5/2024,9,9.0,9.0,nbeerbower/Gemma2-Gutenberg-Doppel-9B,https://huggingface.co/nbeerbower/Gemma2-Gutenberg-Doppel-9B,18.59,0.909090909,0.5,49.2,20.0,4.2,16.6,3.0,0.289,0.313,0.20,6.32,9.46,1.65,0.169,1.93,0.02,1.00,0
5/23/2024,,8,8.0,8.0,CohereForAI/aya-23-8B,https://huggingface.co/CohereForAI/aya-23-8B,18.56,5.454545455,0.669636012,27.5,0.0,27.5,37.8,0.0,0.143,0.123,0.10,8.16,7.93,1.64,0.076,2.47,0.01,0.81,1
2/20/2024,,7,7.0,7.0,crestf411/daybreak-kunoichi-2dpo-7b,https://huggingface.co/crestf411/daybreak-kunoichi-2dpo-7b,18.51,4.545454545,1.308641214,17.5,11.8,30.6,29.7,3.0,0.149,0.161,0.10,6.60,7.39,1.57,0.000,NA,NA,NA,0
8/19/2024,8/20/2024,8,8.0,8.0,Sao10K/Llama-3.1-8B-Stheno-v3.4,https://huggingface.co/Sao10K/Llama-3.1-8B-Stheno-v3.4,18.45,2.727272727,1.073047509,10.0,25.0,12.3,36.6,8.3,0.259,0.283,0.20,6.98,7.28,1.95,0.043,2.67,-0.15,1.00,0
6/3/2024,8/13/2024,22,22.0,22.0,failspy/Codestral-22B-v0.1-abliterated-v3,https://huggingface.co/failspy/Codestral-22B-v0.1-abliterated-v3,17.72,4.545454545,0.439075479,40.0,5.0,24.6,19.0,0.0,0.094,0.091,0.05,9.05,8.55,1.90,0.033,2.93,-0.11,1.75,0
5/17/2024,,8,8.0,8.0,princeton-nlp/Llama-3-Instruct-8B-SimPO,https://huggingface.co/princeton-nlp/Llama-3-Instruct-8B-SimPO,17.63,3.636363636,1.00850696,13.3,18.1,18.5,38.2,0.0,0.128,0.168,0.05,8.40,10.92,1.51,0.091,2.07,0.04,0.50,0
7/16/2024,7/19/2024,8,8.0,8.0,nothingiisreal/L3-8B-Celeste-v1,https://huggingface.co/nothingiisreal/L3-8B-Celeste-v1,17.60,3.636363636,1.891858234,0.0,25.3,11.3,37.1,14.3,0.077,0.202,0.00,6.99,6.12,1.56,0.000,2.20,NA,0.00,0
7/2/2024,,8,8.0,8.0,FPHam/L3-8B-Everything-COT,https://huggingface.co/FPHam/L3-8B-Everything-COT,17.28,4.090909091,1.044631035,13.3,8.8,23.6,32.3,8.3,0.052,0.091,0.00,9.65,8.10,1.81,0.119,2.33,0.04,1.12,0
7/25/2024,7/29/2024,8,8.0,8.0,grimjim/Llama-3.1-8B-Instruct-abliterated_via_adapter,https://huggingface.co/grimjim/Llama-3.1-8B-Instruct-abliterated_via_adapter,16.99,3.636363636,1.730226804,10.0,0.3,21.7,29.6,23.3,0.078,0.077,0.05,8.07,7.48,1.48,0.045,2.60,-0.20,1.09,0
7/17/2024,7/24/2024,8,8.0,8.0,grimjim/llama-3-Nephilim-v3-8B,https://huggingface.co/grimjim/llama-3-Nephilim-v3-8B,16.86,3.636363636,1.5734773,10.0,16.1,11.3,32.6,14.3,0.086,0.119,0.05,7.36,10.94,1.48,0.000,NA,NA,NA,0
6/26/2024,7/30/2024,8,8.0,8.0,tokyotech-llm/Llama-3-Swallow-8B-Instruct-v0.1,https://huggingface.co/tokyotech-llm/Llama-3-Swallow-8B-Instruct-v0.1,16.70,2.727272727,0.994631035,28.3,0.4,12.1,27.5,15.0,0.057,0.080,0.00,9.51,7.27,1.43,0.036,2.33,-0.33,0.88,0
5/26/2024,7/30/2024,8,8.0,8.0,chujiezheng/Llama-3-Instruct-8B-SimPO-ExPO,https://huggingface.co/chujiezheng/Llama-3-Instruct-8B-SimPO-ExPO,16.26,2.727272727,0.341840293,31.7,5.3,11.2,26.4,6.7,0.058,0.101,0.00,8.35,10.38,1.67,0.057,2.40,-0.02,0.57,0
11/28/2023,,20,20.0,20.0,jebcarter/psyonic-cetacean-20B,https://huggingface.co/jebcarter/psyonic-cetacean-20B,16.08,4.772727273,0.365212348,35.8,0.0,20.6,23.9,0.0,0.026,0.026,0.00,4.18,5.49,2.64,0.000,NA,NA,NA,0
9/25/2024,10/2/2024,3,3.0,3.0,meta-llama/Llama-3.2-3B-Instruct,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,16.02,4.545454545,1.273136955,0.0,5.3,12.2,47.6,15.0,0.101,0.115,0.05,7.34,9.40,1.69,0.039,2.80,-0.10,0.85,1
6/14/2024,8/13/2024,16,16.0,16.0,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,15.84,3.636363636,1.031201294,15.0,5.0,17.5,33.4,8.3,0.192,0.180,0.10,6.84,10.50,1.48,0.074,2.13,0.17,0.25,1
7/15/2024,10/2/2024,1.7,1.7,1.7,HuggingFaceTB/SmolLM-1.7B-Instruct,https://huggingface.co/HuggingFaceTB/SmolLM-1.7B-Instruct,15.49,6.363636364,0.333333333,25.0,0.7,20.6,31.1,0.0,0.053,0.028,0.05,27.04,5.22,1.52,0.000,NA,NA,NA,1
